filename,type,status,start_time,estimated_time,print_duration,filament_used,slicer,energy_consumption,average_power,max_power,average_current,max_current
z_drive_main_b_x2_ABS_20h14m.gcode,job,klippy_shutdown,"Mar 12, 2025 5:11 PM",72853,2,4.529,OrcaSlicer 2.2.0,--,--,--,--,--
a_drive_frame_upper_pinned_ABS_14h46m.gcode,job,completed,"Mar 11, 2025 5:16 PM",53159,49623,83237.793,OrcaSlicer 2.2.0,--,--,--,--,--
keystone_skirt_ABS_6h25m.gcode,job,completed,"Mar 8, 2025 5:04 PM",23084,20621,44449.914,OrcaSlicer 2.2.0,--,--,--,--,--
300_front_rear_skirt_b_x2mod_ABS_5h45m.gcode,job,completed,"Mar 8, 2025 11:28 AM",20673,18269,38657.835,OrcaSlicer 2.2.0,--,--,--,--,--
Body1_ABS_3h23m.gcode,job,completed,"Mar 8, 2025 7:44 AM",12158,10827,23456.534,OrcaSlicer 2.2.0,--,--,--,--,--
Body1_ABS_24m16s.gcode,job,completed,"Mar 7, 2025 10:46 PM",1456,1323,2703.415,OrcaSlicer 2.2.0,--,--,--,--,--
Voron_2_ABS_1h21m.gcode,job,completed,"Mar 7, 2025 9:32 PM",4842,4257,9468.838,OrcaSlicer 2.2.0,--,--,--,--,--
Body1_ABS_22m48s.gcode,job,completed,"Mar 7, 2025 9:06 PM",1368,1261,2624.634,OrcaSlicer 2.2.0,--,--,--,--,--
Body7_ABS_1h22m.gcode,job,completed,"Mar 7, 2025 7:48 PM",4917,4389,9706.061,OrcaSlicer 2.2.0,--,--,--,--,--
ringing_tower_ABS_55m40s.gcode,job,cancelled,"Mar 7, 2025 5:48 PM",3340,2650,7600.819,OrcaSlicer 2.2.0,--,--,--,--,--
side_skirt_a_300_x2_ABS_2h38m.gcode,job,completed,"Mar 7, 2025 2:49 PM",9461,8319,18658.418,OrcaSlicer 2.2.0,--,--,--,--,--
trigger_depressor_x4_ABS_56m39s.gcode,job,completed,"Mar 7, 2025 7:08 AM",3399,3089,5287.556,OrcaSlicer 2.2.0,--,--,--,--,--
trigger_x4_ABS_48m26s.gcode,job,completed,"Mar 6, 2025 7:49 PM",2906,2658,4813.14,OrcaSlicer 2.2.0,--,--,--,--,--
Body4_ABS_1h28m.gcode,job,completed,"Mar 5, 2025 8:04 PM",5287,4707,12783.312,OrcaSlicer 2.2.0,--,--,--,--,--
Body1_ABS_22m54s.gcode,job,completed,"Mar 4, 2025 8:14 PM",1374,1362,3302.122,OrcaSlicer 2.2.0,--,--,--,--,--
wago_221_5x_3_ABS_1h35m.gcode,job,completed,"Mar 4, 2025 6:20 PM",5695,5555,8914.514,OrcaSlicer 2.2.0,--,--,--,--,--
tray_inlay_ABS_ONLY TRay.gcode,job,completed,"Mar 3, 2025 5:25 PM",24480,23195,44953.959,OrcaSlicer 2.2.0,--,--,--,--,--
tray_inlay_ABS_7h10m.gcode,job,completed,"Mar 2, 2025 3:56 PM",25793,24395,47153.474,OrcaSlicer 2.2.0,--,--,--,--,--
skirt_front_hex_L_ABS_3h51m.gcode,job,completed,"Mar 2, 2025 12:24 PM",13853,12539,32679.623,OrcaSlicer 2.2.0,--,--,--,--,--
rear_skirt_center_hub_ABS_2h6m.gcode,job,completed,"Mar 2, 2025 10:23 AM",7588,6870,16519.06,OrcaSlicer 2.2.0,--,--,--,--,--
mono_skirt_side_x2_ABS_2h26m.gcode,job,completed,"Mar 2, 2025 8:03 AM",8762,7875,20436.104,OrcaSlicer 2.2.0,--,--,--,--,--
mono_skirt_side_x2_ABS_2h26m.gcode,job,completed,"Mar 2, 2025 5:47 AM",8762,7875,20436.104,OrcaSlicer 2.2.0,--,--,--,--,--
left_rear_skirt_ABS_5h26m.gcode,job,completed,"Mar 1, 2025 10:04 PM",19530,17702,35113.018,OrcaSlicer 2.2.0,--,--,--,--,--
left_rear_skirt_ABS_5h26m.gcode,job,klippy_shutdown,"Mar 1, 2025 9:51 PM",19530,0,0,OrcaSlicer 2.2.0,--,--,--,--,--
left_rear_skirt_ABS_5h26m.gcode,job,cancelled,"Mar 1, 2025 9:41 PM",19530,18,34.069,OrcaSlicer 2.2.0,--,--,--,--,--
left_rear_skirt_ABS_5h25m.gcode,job,cancelled,"Mar 1, 2025 9:10 PM",19527,35,61.573,OrcaSlicer 2.2.0,--,--,--,--,--
